year,movie,number_W,number_N,number_W+N
1955,beautyandthebull,0,1,1
1955,adventuresofrobinsoncrusoe,0,1,1
1954,thedesertrats,0,1,1
1954,theconquestofeverest,0,1,1
1954,thecaptainsparadise,0,1,1
1954,crazylegs,0,1,1
1954,christophercrumpet,0,1,1
1954,christamongtheprimitives,0,1,1
1954,beneaththe12milereef,0,1,1
1954,benandme,0,1,1
1954,aqueeniscrowned,0,1,1
1954,allthebrotherswerevaliant,0,1,1
1954,aboveandbeyond,0,1,1
1954,dreamwife,0,1,1
1954,fromatozzzz,0,1,1
1954,herringhunt,0,1,1
1954,returntoglennascaul,0,1,1
1954,thecaddy,0,1,1
1954,theactress,0,1,1
1954,the5000fingersofdrt,0,1,1
1954,takethehighground,0,1,1
1954,smalltowngirl,0,1,1
1954,ruggedbear,0,1,1
1954,pickuponsouthstreet,0,1,1
1954,hondo,0,1,1
1954,operationbluejay,0,1,1
1954,misssadiethompson,0,1,1
1954,littlefugitive,0,1,1
1954,kissmekate,0,1,1
1954,joyofliving,0,1,1
1954,howtomarryamillionaire,0,1,1
1955,forbiddengames,0,1,1
1955,hellandhighwater,0,1,1
1955,indiscretionofanamericanwife,0,1,1
1955,itshouldhappentoyou,0,1,1
1956,thelegendofrockabyepoint,0,1,1
1956,thedambusters,0,1,1
1956,thecourtmartialofbillymitchell,0,1,1
1956,switzerland,0,1,1
1956,strategicaircommand,0,1,1
1956,petekellysblues,0,1,1
1956,onthetwelfthday,0,1,1
1956,notasastranger,0,1,1
1956,nohunting,0,1,1
1956,mrhulotsholiday,0,1,1
1956,heartbreakridge,0,1,1
1956,goodwilltomen,0,1,1
1956,gadgetsgalore,0,1,1
1956,thepickwickpapers,0,1,1
1956,theprivatewarofmajorbenson,0,1,1
1956,therainsofranchipur,0,1,1
1956,unchained,0,1,1
1956,thesevenlittlefoys,0,1,1
1956,ugetsu,0,1,1
1956,trial,0,1,1
1956,threekisses,0,1,1
1956,thevirginqueen,0,1,1
1956,thetendertrap,0,1,1
1956,thesheephasfivelegs,0,1,1
1956,battlecry,0,1,1
1956,amancalledpeter,0,1,1
1956,3rdaveel,0,1,1
1955,roguecop,0,1,1
1955,thefirstpianoquartette,0,1,1
1955,theegyptian,0,1,1
1955,theearringsofmadamede,0,1,1
1955,siam,0,1,1
1955,sandyclaws,0,1,1
1955,rembrandtaselfportrait,0,1,1
1955,thestratfordadventure,0,1,1
1955,redgarters,0,1,1
1955,pigsispigs,0,1,1
1955,nightpeople,0,1,1
1955,magnificentobsession,0,1,1
1955,leplaisir,0,1,1
1955,knockonwood,0,1,1
1955,them,0,1,1
1955,thestraussfantasy,0,1,1
1956,24houralert,0,1,1
1955,whitechristmas,0,1,1
1955,touchpussycat,0,1,1
1950,watertrix,0,1,1
1951,thegunfighter,0,1,1
1951,wrongwaybutch,0,1,1
1951,withthesehands,0,1,1
1951,whenwilliecomesmarchinghome,0,1,1
1951,wabashavenue,0,1,1
1951,troubleindemnity,0,1,1
1951,trio,0,1,1
1951,threelittlewords,0,1,1
1951,thewestpointstory,0,1,1
1951,thetoastofneworleans,0,1,1
1951,thestairs,0,1,1
1951,thereddanube,0,1,1
1952,balzac,0,1,1
1952,goldengirl,0,1,1
1952,goforbroke,0,1,1
1952,fourteenhours,0,1,1
1952,dangerunderthesea,0,1,1
1952,comefillthecup,0,1,1
1952,bullfighterandthelady,0,1,1
1952,aliceinwonderland,0,1,1
1951,themen,0,1,1
1951,thefuries,0,1,1
1951,thefightscienceagainstcancer,0,1,1
1951,adamsrib,0,1,1
1950,whiteheat,0,1,1
1951,bitterrice,0,1,1
1951,blazebusters,0,1,1
1951,mysterystreet,0,1,1
1951,theblackrose,0,1,1
1951,thatforsytewoman,0,1,1
1951,singingguns,0,1,1
1951,ourveryown,0,1,1
1951,nowayout,0,1,1
1951,nosadsongsforme,0,1,1
1951,mycountrytisofthee,0,1,1
1951,grandmamoses,0,1,1
1951,mister880,0,1,1
1951,louisa,0,1,1
1951,jerryscousin,0,1,1
1951,illgetby,0,1,1
1952,houseontelegraphhill,0,1,1
1952,iwantyou,0,1,1
1952,iwasacommunistforthefbi,0,1,1
1953,sonofpaleface,0,1,1
1953,royalscotland,0,1,1
1953,romanceoftransportation,0,1,1
1953,rashomon,0,1,1
1953,pinkandblueblues,0,1,1
1953,patandmike,0,1,1
1953,mysonjohn,0,1,1
1953,miracleoffatima,0,1,1
1953,milliondollarmermaid,0,1,1
1953,manalive,0,1,1
1953,madeline,0,1,1
1953,littlejohnnyjet,0,1,1
1953,justforyou,0,1,1
1953,flattop,0,1,1
1953,tharsheblows,0,1,1
1953,theatomiccity,0,1,1
1953,theprideofstlouis,0,1,1
1953,thethief,0,1,1
1953,thestar,0,1,1
1953,thesniper,0,1,1
1953,thepromoter,0,1,1
1953,thenarrowmargin,0,1,1
1953,thegardenspiderepeiradiadema,0,1,1
1953,thememberofthewedding,0,1,1
1953,themedium,0,1,1
1953,themaninthewhitesuit,0,1,1
1953,thejazzsinger,0,1,1
1953,thehoaxters,0,1,1
1953,desertkiller,0,1,1
1953,bridgeoftime,0,1,1
1952,strangersonatrain,0,1,1
1952,theseeingeye,0,1,1
1952,themudlark,0,1,1
1952,themodelandthemarriagebroker,0,1,1
1952,thematingseason,0,1,1
1952,thebigcarnival,0,1,1
1952,teresa,0,1,1
1952,royalwedding,0,1,1
1952,thestrip,0,1,1
1952,rootytoottoot,0,1,1
1952,ridintherails,0,1,1
1952,richyoungandpretty,0,1,1
1952,onewhocameback,0,1,1
1952,lambertthesheepishlion,0,1,1
1952,kindlady,0,1,1
1952,thestoryoftime,0,1,1
1952,tooyoungtokiss,0,1,1
1953,becauseyouremine,0,1,1
1953,athletesofthesaddle,0,1,1
1953,affairintrinidad,0,1,1
1952,twoticketstobroadway,0,1,1
1945,hailtheconqueringhero,0,1,1
1945,followtheboys,0,1,1
1945,fishfry,0,1,1
1937,fury,0,1,1
1937,thelastofthemohicans,0,1,1
1937,thatgirlfromparis,0,1,1
1937,suzy,0,1,1
1937,singbabysing,0,1,1
1937,sinbadthesailor,0,1,1
1937,popularsciencej62,0,1,1
1937,pigskinparade,0,1,1
1937,penniesfromheaven,0,1,1
1937,oneinamillion,0,1,1
1937,oldmillpond,0,1,1
1937,moscowmoods,0,1,1
1937,libeledlady,0,1,1
1937,lafiestadesantabarbara,0,1,1
1937,golddiggersof1937,0,1,1
1937,themagnificentbrute,0,1,1
1937,thesethree,0,1,1
1937,thetexasrangers,0,1,1
1937,wantedamaster,0,1,1
1937,valiantisthewordforcarrie,0,1,1
1937,trailofthelonesomepine,0,1,1
1937,generalspanky,0,1,1
1937,dummyache,0,1,1
1936,beckysharp,0,1,1
1937,doubleornothing,0,1,1
1936,thecrusades,0,1,1
1936,thecalicodragon,0,1,1
1936,thanksamillion,0,1,1
1936,rugglesofredgap,0,1,1
1936,roberta,0,1,1
1936,privateworlds,0,1,1
1936,peteribbetson,0,1,1
1936,ohmynerves,0,1,1
1936,lovemeforever,0,1,1
1936,idreamtoomuch,0,1,1
1936,gmen,0,1,1
1936,escapemenever,0,1,1
1936,camerathrills,0,1,1
1936,brideoffrankenstein,0,1,1
1936,thegaydeception,0,1,1
1936,titfortat,0,1,1
1936,whokilledcockrobin,0,1,1
1937,dancingpirate,0,1,1
1937,cainandmabel,0,1,1
1937,banjoonmyknee,0,1,1
1937,afterthethinman,0,1,1
1938,adayattheraces,0,1,1
1938,alibabagoestotown,0,1,1
1938,anightatthemovies,0,1,1
1939,mothergoosegoeshollywood,0,1,1
1939,mannequin,0,1,1
1939,hunkyandspunky,0,1,1
1939,holiday,0,1,1
1939,grandillusion,0,1,1
1939,goodscouts,0,1,1
1939,goingplaces,0,1,1
1939,girlsschool,0,1,1
1939,breakingtheice,0,1,1
1939,bravelittletailor,0,1,1
1939,blockheads,0,1,1
1939,ofhumanhearts,0,1,1
1939,pacificliner,0,1,1
1939,stormoverbengal,0,1,1
1939,threecomrades,0,1,1
1939,whitebanners,0,1,1
1939,underwesternstars,0,1,1
1939,tropicholiday,0,1,1
1939,timbertoppers,0,1,1
1939,theyrealwayscaught,0,1,1
1939,swingtimeinthemovies,0,1,1
1939,theregoesmyheart,0,1,1
1939,theladyobjects,0,1,1
1939,thegreatheart,0,1,1
1939,thebuccaneer,0,1,1
1939,theadventuresoftomsawyer,0,1,1
1938,makeawish,0,1,1
1938,readywillingandable,0,1,1
1938,qualitystreet,0,1,1
1938,portiaontrial,0,1,1
1938,popularsciencej71,0,1,1
1938,mrdoddtakestheair,0,1,1
1938,manhattanmerrygoround,0,1,1
1938,hittinganewhigh,0,1,1
1938,shallwedance,0,1,1
1938,everydaysaholiday,0,1,1
1938,educatedfish,0,1,1
1938,deepsouth,0,1,1
1938,camille,0,1,1
1938,blacklegion,0,1,1
1938,artistsandmodels,0,1,1
1938,romanceofradium,0,1,1
1938,shouldwiveswork,0,1,1
1938,wayoutwest,0,1,1
1938,youreasweetheart,0,1,1
1938,wingsoverhonolulu,0,1,1
1938,wellsfargo,0,1,1
1938,weewilliewinkie,0,1,1
1938,snowwhiteandthesevendwarfs,0,1,1
1938,varsityshow,0,1,1
1938,thinice,0,1,1
1938,themanwithoutacountry,0,1,1
1938,thelittlematchgirl,0,1,1
1938,thegirlsaidno,0,1,1
1938,somethingtosingabout,0,1,1
1936,blackfury,0,1,1
1936,barbarycoast,0,1,1
1945,dogcatandcanary,0,1,1
1931,hellsangels,0,1,1
1931,thevagabondking,0,1,1
1931,thetrespasser,0,1,1
1931,theroguesong,0,1,1
1931,theirowndesire,0,1,1
1931,thegreengoddess,0,1,1
1931,thedevilsholiday,0,1,1
1931,thecaseofsergeantgrischa,0,1,1
1931,thebigpond,0,1,1
1931,streetofchance,0,1,1
1931,songoftheflame,0,1,1
1931,sarahandson,0,1,1
1931,sally,0,1,1
1932,eastlynne,0,1,1
1932,justimagine,0,1,1
1932,traderhorn,0,1,1
1932,whoopee,0,1,1
1932,theroyalfamilyofbroadway,0,1,1
1932,laughter,0,1,1
1932,therighttolove,0,1,1
1932,thepublicenemy,0,1,1
1932,thedoorwaytohell,0,1,1
1932,thecriminalcode,0,1,1
1932,smartmoney,0,1,1
1932,littlecaesar,0,1,1
1931,raffles,0,1,1
1931,hallelujah,0,1,1
1936,audioscopiks,0,1,1
1931,condemned,0,1,1
1930,hollywoodrevue,0,1,1
1930,fourdevils,0,1,1
1930,dynamite,0,1,1
1930,drag,0,1,1
1930,awomanofaffairs,0,1,1
1929,theracket,0,1,1
1929,theprivatelifeofhelenoftroy,0,1,1
1929,thelastcommand,0,1,1
1929,thejazzsinger,0,1,1
1929,speedy,0,1,1
1929,sorrellandson,0,1,1
1929,gloriousbetsy,0,1,1
1930,salofsingapore,0,1,1
1930,skyscraper,0,1,1
1930,theawakening,0,1,1
1930,wonderofwomen,0,1,1
1930,thebarker,0,1,1
1930,wearyriver,0,1,1
1930,thunderbolt,0,1,1
1930,theletter,0,1,1
1930,theleatherneck,0,1,1
1930,thelastofmrscheyney,0,1,1
1930,thecop,0,1,1
1933,emma,0,1,1
1933,fivestarfinal,0,1,1
1933,itsgotmeagain,0,1,1
1935,meninblack,0,1,1
1935,jollylittleelves,0,1,1
1935,holidayland,0,1,1
1935,hideout,0,1,1
1935,herecomesthenavy,0,1,1
1935,flyingdowntorio,0,1,1
1935,bosomfriends,0,1,1
1934,whenladiesmeet,0,1,1
1935,ofhumanbondage,0,1,1
1935,operator13,0,1,1
1935,shelovesmenot,0,1,1
1936,1000aminute,0,1,1
1935,strikesandspares,0,1,1
1935,whatnomen,0,1,1
1935,therichestgirlintheworld,0,1,1
1935,thelostpatrol,0,1,1
1935,thehouseofrothschild,0,1,1
1934,thesignofthecross,0,1,1
1934,thesea,0,1,1
1934,theprizefighterandthelady,0,1,1
1933,theloudmouth,0,1,1
1933,whatpricehollywood,0,1,1
1933,thestarwitness,0,1,1
1933,thesmilinglieutenant,0,1,1
1933,swinghigh,0,1,1
1933,screensouvenirs,0,1,1
1933,scratchascatchcan,0,1,1
1933,onehourwithyou,0,1,1
1933,mickeysorphans,0,1,1
1933,ladyandgent,0,1,1
1934,menu,0,1,1
1934,themerryoldsoul,0,1,1
1934,smilinthrough,0,1,1
1934,shedonehimwrong,0,1,1
1934,reunioninvienna,0,1,1
1934,rasputinandtheempress,0,1,1
1934,mistermugg,0,1,1
1934,golddiggersof1933,0,1,1
1934,buildingabuilding,0,1,1
1934,berkeleysquare,0,1,1
1934,apreferredlist,0,1,1
1943,marinesinthemaking,0,1,1
1943,totheshoresoftripoli,0,1,1
1943,tortillaflat,0,1,1
1943,tobeornottobe,0,1,1
1943,thewaragainstmrshadley,0,1,1
1943,thespoilers,0,1,1
1943,thenavycomesthrough,0,1,1
1943,themayorof44thstreet,0,1,1
1943,thecorsicanbrothers,0,1,1
1943,tengentlemenfromwestpoint,0,1,1
1943,privatesmithoftheusa,0,1,1
1943,pigsinapolka,0,1,1
1943,orchestrawives,0,1,1
1943,onceuponahoneymoon,0,1,1
1943,mysistereileen,0,1,1
1943,tulipsshallgrow,0,1,1
1943,unitedstatesmarineband,0,1,1
1943,youthonparade,0,1,1
1943,moontide,0,1,1
1943,klondikefury,0,1,1
1943,jukeboxjamboree,0,1,1
1942,whenladiesmeet,0,1,1
1942,warcloudsinthepacific,0,1,1
1942,truantofficerdonald,0,1,1
1943,alloutforv,0,1,1
1943,georgewashingtonslepthere,0,1,1
1943,johnnydoughboy,0,1,1
1943,joanofparis,0,1,1
1943,itstartedwitheve,0,1,1
1943,invisibleagent,0,1,1
1943,imarriedawitch,0,1,1
1943,hellzapoppin,0,1,1
1943,friendlyenemies,0,1,1
1943,alwaysinmyheart,0,1,1
1943,formeandmygal,0,1,1
1943,donttalk,0,1,1
1943,desperatejourney,0,1,1
1943,desertwonderland,0,1,1
1943,blitzwolf,0,1,1
1943,babesonbroadway,0,1,1
1944,actioninthenorthatlantic,0,1,1
1944,baptismoffire,0,1,1
1944,bombardier,0,1,1
1944,cabininthesky,0,1,1
1944,youthincrisis,0,1,1
1944,womenatwar,0,1,1
1944,wardepartmentreport,0,1,1
1944,victorythroughairpower,0,1,1
1944,tothepeopleoftheunitedstates,0,1,1
1944,tomorrowwefly,0,1,1
1944,theoxbowincident,0,1,1
1944,themoonandsixpence,0,1,1
1944,thekansan,0,1,1
1944,thegangsallhere,0,1,1
1944,thefallensparrow,0,1,1
1945,aguynamedjoe,0,1,1
1945,daysofglory,0,1,1
1945,christmasholiday,0,1,1
1945,bombalera,0,1,1
1945,bluegrassgentlemen,0,1,1
1945,arturotoscanini,0,1,1
1945,andtothinkisawitonmulberrystreet,0,1,1
1944,thedizzyacrobat,0,1,1
1944,theconstantnymph,0,1,1
1944,thebattleofrussia,0,1,1
1944,flightforfreedom,0,1,1
1944,holymatrimony,0,1,1
1944,hollywoodinuniform,0,1,1
1944,hididdlediddle,0,1,1
1944,herstohold,0,1,1
1944,greetingsbait,0,1,1
1944,destinationtokyo,0,1,1
1944,johnnycomelately,0,1,1
1944,corvettek225,0,1,1
1944,coneyisland,0,1,1
1944,commandosstrikeatdawn,0,1,1
1944,childrenofmars,0,1,1
1944,championscarryon,0,1,1
1944,cavalcadeofdancewithvelozandyolanda,0,1,1
1944,imagination,0,1,1
1944,ladyofburlesque,0,1,1
1944,theamazingmrsholliday,0,1,1
1944,seeinghands,0,1,1
1944,the500hatsofbartholomewcubbins,0,1,1
1944,thankyourluckystars,0,1,1
1944,swedesinamerica,0,1,1
1944,standbyforaction,0,1,1
1944,sothisiswashington,0,1,1
1944,shadowofadoubt,0,1,1
1944,ridinghigh,0,1,1
1944,lassiecomehome,0,1,1
1944,reportfromthealeutians,0,1,1
1944,reasonandemotion,0,1,1
1944,planfordestruction,0,1,1
1944,missiontomoscow,0,1,1
1944,mardigras,0,1,1
1944,lettertoahero,0,1,1
1942,tomdickandharry,0,1,1
1942,thiswomanismine,0,1,1
1942,thetanksarecoming,0,1,1
1941,moreaboutnostradamus,0,1,1
1941,londoncantakeit,0,1,1
1941,lillianrussell,0,1,1
1941,irene,0,1,1
1941,eyesofthenavy,0,1,1
1941,edisontheman,0,1,1
1941,drehrlichsmagicbullet,0,1,1
1941,drcyclops,0,1,1
1941,comradex,0,1,1
1941,captaincaution,0,1,1
1941,behindthenews,0,1,1
1941,awildhare,0,1,1
1941,angelsoverbroadway,0,1,1
1941,musicinmyheart,0,1,1
1941,mysonmyson,0,1,1
1941,northwestpassage,0,1,1
1941,theinvisiblemanreturns,0,1,1
1941,womeninwar,0,1,1
1941,typhoon,0,1,1
1941,toomanyhusbands,0,1,1
1941,theyknewwhattheywanted,0,1,1
1941,themarkofzorro,0,1,1
1941,thehouseofthesevengables,0,1,1
1941,primrosepath,0,1,1
1941,thefightforlife,0,1,1
1941,swissfamilyrobinson,0,1,1
1941,siege,0,1,1
1941,servicewiththecolors,0,1,1
1941,rhythmontheriver,0,1,1
1941,pussgetstheboot,0,1,1
1940,drumsalongthemohawk,0,1,1
1940,intermezzo,0,1,1
1940,informationplease,0,1,1
1940,goldenboy,0,1,1
1940,fivetimesfive,0,1,1
1940,eternallyyours,0,1,1
1940,drunkdriving,0,1,1
1940,detouringamerica,0,1,1
1940,nurseedithcavell,0,1,1
1940,captainfury,0,1,1
1940,balalaika,0,1,1
1940,bachelormother,0,1,1
1940,juarez,0,1,1
1940,onlyangelshavewings,0,1,1
1940,theyshallhavemusic,0,1,1
1940,youngmrlincoln,0,1,1
1940,waydownsouth,0,1,1
1940,unionpacific,0,1,1
1940,toppertakesatrip,0,1,1
1940,thepointer,0,1,1
1940,peaceonearth,0,1,1
1940,themanintheironmask,0,1,1
1940,swordfishing,0,1,1
1940,swaneeriver,0,1,1
1940,shemarriedacop,0,1,1
1940,secondfiddle,0,1,1
1940,prophetwithouthonor,0,1,1
1941,youllfindout,0,1,1
1942,thestrawberryblonde,0,1,1
1942,sagebrushandsilver,0,1,1
1942,russiansoil,0,1,1
1942,ridinonarainbow,0,1,1
1942,rhythmintheranks,0,1,1
1942,rhapsodyinrivets,0,1,1
1942,pennyserenade,0,1,1
1942,onefootinheaven,0,1,1
1942,norwayinrevolt,0,1,1
1942,nighttrain,0,1,1
1942,mercyisland,0,1,1
1942,meetjohndoe,0,1,1
1942,lydia,0,1,1
1942,lifeofathoroughbred,0,1,1
1942,letterfromhome,0,1,1
1942,lasvegasnights,0,1,1
1942,skylark,0,1,1
1942,soendsournight,0,1,1
1942,soldiersofthesky,0,1,1
1942,theinvisiblewoman,0,1,1
1942,thesonofmontecristo,0,1,1
1942,theseawolf,0,1,1
1942,therookiebear,0,1,1
1942,thenightbeforechristmas,0,1,1
1942,themeninherlife,0,1,1
1942,theladyeve,0,1,1
1942,thegayparisian,0,1,1
1942,sunny,0,1,1
1942,theflameofneworleans,0,1,1
1942,thedevilpaysoff,0,1,1
1942,thatuncertainfeeling,0,1,1
1942,tanksamillion,0,1,1
1942,talldarkandhandsome,0,1,1
1942,superman,0,1,1
1942,kingsoftheturf,0,1,1
1942,kingofthezombies,0,1,1
1942,icecapades,0,1,1
1942,armychampions,0,1,1
1942,appointmentforlove,0,1,1
1942,aplacetolive,0,1,1
1942,aliveinthedeep,0,1,1
1942,adventureinthebronx,0,1,1
1942,backstreet,0,1,1
1942,ayankintheraf,0,1,1
1942,beautyandthebeach,0,1,1
1942,howwarcame,0,1,1
1942,divebomber,0,1,1
1942,hiawathasrabbithunt,0,1,1
1942,fortyboysandasong,0,1,1
1942,forbiddenpassage,0,1,1
1942,flightcommand,0,1,1
1942,downonthefarm,0,1,1
1942,christmasunderfire,0,1,1
1942,billythekid,0,1,1
1942,cheersformissbishop,0,1,1
1942,boogiewoogiebugleboyofcompanyb,0,1,1
1942,bomber,0,1,1
1942,bluesinthenight,0,1,1
1942,birthoftheblues,0,1,1
1976,adayinthelifeofbonnieconsolo,0,1,1
1976,lettersfrommarusia,0,1,1
1976,landofpromise,0,1,1
1976,kickme,0,1,1
1976,jacquelinesusannsonceisnotenough,0,1,1
1976,hesterstreet,0,1,1
1976,hedda,0,1,1
1976,giveemhellharry,0,1,1
1976,fightingforourlives,0,1,1
1976,farewellmylovely,0,1,1
1976,doubletalk,0,1,1
1976,dawnflight,0,1,1
1976,conquestoflight,0,1,1
1976,birdsdoitbeesdoit,0,1,1
1976,arthurandlillie,0,1,1
1976,liesmyfathertoldme,0,1,1
1976,mahogany,0,1,1
1976,millionsofyearsaheadofman,0,1,1
1976,themanintheglassbooth,0,1,1
1976,whistlingsmith,0,1,1
1976,whiffs,0,1,1
1976,threedaysofthecondor,0,1,1
1976,thestoryofadeleh,0,1,1
1976,theothersideofthemountain,0,1,1
1976,theotherhalfoftheskyachinamemoir,0,1,1
1976,themagicflute,0,1,1
1976,monsieurpointu,0,1,1
1976,theincrediblemachine,0,1,1
1976,thefourmusketeers,0,1,1
1976,thecaliforniareich,0,1,1
1976,sisyphus,0,1,1
1976,sandakanno8,0,1,1
1976,probesinspace,0,1,1
1976,andnowmylove,0,1,1
1975,cityoutofwilderness,0,1,1
1975,thechallengeatributetomodernart,0,1,1
1975,theapprenticeshipofduddykravitz,0,1,1
1975,the81stblow,0,1,1
1975,shanks,0,1,1
1975,planetocean,0,1,1
1975,phantomoftheparadise,0,1,1
1975,nakedyoga,0,1,1
1975,lacombelucien,0,1,1
1975,johnmuirshighsierra,0,1,1
1975,hunger,0,1,1
1975,gold,0,1,1
1975,exploratorium,0,1,1
1975,daisymiller,0,1,1
1975,climb,0,1,1
1975,theconcert,0,1,1
1975,thedeluge,0,1,1
1975,thefamilythatdweltapart,0,1,1
1975,winniethepoohandtiggertoo,0,1,1
1975,theislandatthetopoftheworld,0,1,1
1975,voyagetonext,0,1,1
1975,thunderboltandlightfoot,0,1,1
1975,thewildandthebrave,0,1,1
1975,theviolin,0,1,1
1975,thetruce,0,1,1
1975,thelongestyard,0,1,1
1929,chang,0,1,1
1978,ineverpromisedyouarosegarden,0,1,1
1978,homagetochagallthecoloursoflove,0,1,1
1978,highgrasscircus,0,1,1
1978,floatingfree,0,1,1
1978,firstedition,0,1,1
1978,aguedamartinezourpeopleourcountry,0,1,1
1978,iphigenia,0,1,1
1978,islandsinthestream,0,1,1
1978,jimmythec,0,1,1
1978,spaceborne,0,1,1
1978,thelateshow,0,1,1
1978,thedoonesburyspecial,0,1,1
1978,thedeep,0,1,1
1978,thechildrenoftheatrestreet,0,1,1
1978,thebeadgame,0,1,1
1978,theabsentmindedwaiter,0,1,1
1978,sorcerer,0,1,1
1978,mohammadmessengerofgod,0,1,1
1978,smokeyandthebandit,0,1,1
1978,saturdaynightfever,0,1,1
1978,operationthunderbolt,0,1,1
1978,ohgod,0,1,1
1978,oftimetombsandtreasure,0,1,1
1978,notesonthepopulararts,0,1,1
1977,volcanoaninquiryintothelifeanddeathofmalcolmlowry,0,1,1
1977,universe,0,1,1
1977,bugsymalone,0,1,1
1977,kudzu,0,1,1
1977,jacobtheliar,0,1,1
1977,hollywoodontrial,0,1,1
1977,halfahouse,0,1,1
1977,dedalo,0,1,1
1977,blackwood,0,1,1
1977,nightlife,0,1,1
1977,americanshoeshine,0,1,1
1977,marathonman,0,1,1
1977,nightsanddays,0,1,1
1977,twominutewarning,0,1,1
1977,themorningspider,0,1,1
1977,thestreet,0,1,1
1977,theshootist,0,1,1
1977,thepinkpantherstrikesagain,0,1,1
1977,thepassoverplot,0,1,1
1977,theoutlawjoseywales,0,1,1
1977,thelasttycoon,0,1,1
1977,numberone,0,1,1
1977,thefront,0,1,1
1977,theendoftheroad,0,1,1
1977,silverstreak,0,1,1
1977,peopleofthewind,0,1,1
1977,offtheedge,0,1,1
1977,obsession,0,1,1
1975,claudine,0,1,1
1975,catsplay,0,1,1
1971,mynightatmauds,0,1,1
1972,dodeskaden,0,1,1
1972,thenumbersstartwiththeriver,0,1,1
1972,thegobetween,0,1,1
1972,theemigrants,0,1,1
1972,theconformist,0,1,1
1972,theboyfriend,0,1,1
1972,strawdogs,0,1,1
1972,somebodywaiting,0,1,1
1972,onanysunday,0,1,1
1972,mccabemrsmiller,0,1,1
1972,investigationofacitizenabovesuspicion,0,1,1
1972,goodmorning,0,1,1
1972,thepoliceman,0,1,1
1972,theraexpeditions,0,1,1
1972,therehearsal,0,1,1
1973,1776,0,1,1
1972,theselfishgiant,0,1,1
1972,willywonkaandthechocolatefactory,0,1,1
1972,whoisharrykellermanandwhyishesayingthoseterriblethingsaboutme,0,1,1
1972,whendinosaursruledtheearth,0,1,1
1972,whatsthematterwithhelen,0,1,1
1972,thesorrowandthepity,0,1,1
1972,evolution,0,1,1
1972,diamondsareforever,0,1,1
1975,benji,0,1,1
1972,deathinvenice,0,1,1
1971,tristana,0,1,1
1971,timeisrunningout,0,1,1
1971,theshepherd,0,1,1
1971,themollymaguires,0,1,1
1971,thelandlord,0,1,1
1971,thehawaiians,0,1,1
1971,thegifts,0,1,1
1971,thefurtheradventuresofunclesamparttwo,0,1,1
1971,thebabymaker,0,1,1
1971,sunflower,0,1,1
1971,stickymyfingersfleetmyfeet,0,1,1
1971,shutupimcrying,0,1,1
1971,saygoodbye,0,1,1
1971,piecesofdreams,0,1,1
1971,paixsurleschamps,0,1,1
1972,carnalknowledge,0,1,1
1972,blessthebeastschildren,0,1,1
1972,artis,0,1,1
1972,alaskawildernesslake,0,1,1
1972,adventuresinperception,0,1,1
1973,apeandsuperape,0,1,1
1973,ben,0,1,1
1973,fatcity,0,1,1
1973,frogstory,0,1,1
1974,pulcinella,0,1,1
1974,papillon,0,1,1
1974,ludwig,0,1,1
1974,liveandletdie,0,1,1
1974,linvitation,0,1,1
1974,lifetimesnine,0,1,1
1974,journeytotheouterlimits,0,1,1
1974,jesuschristsuperstar,0,1,1
1974,fourstonesforkanemitsu,0,1,1
1974,clockmaker,0,1,1
1974,christosvalleycurtain,0,1,1
1974,childrenatworkpaistiagobair,0,1,1
1974,brothersunsistermoon,0,1,1
1974,battleofberlin,0,1,1
1974,bangthedrumslowly,0,1,1
1974,robinhood,0,1,1
1974,thedayofthejackal,0,1,1
1974,thehouseonchelouchestreet,0,1,1
1975,antoniaaportraitofthewoman,0,1,1
1974,thelegendofjohnhenry,0,1,1
1974,wallsoffire,0,1,1
1974,turkishdelight,0,1,1
1974,thepedestrian,0,1,1
1974,background,0,1,1
1974,alwaysanewbeginning,0,1,1
1973,manson,0,1,1
1973,solo,0,1,1
1973,sellingout,0,1,1
1973,napoleonandsamantha,0,1,1
1973,mydearestseorita,0,1,1
1973,murmuroftheheart,0,1,1
1973,manoflamancha,0,1,1
1973,malcolmx,0,1,1
1973,kz,0,1,1
1973,kamasutraridesagain,0,1,1
1973,images,0,1,1
1973,iloveyourosa,0,1,1
1973,hundertwassersrainyday,0,1,1
1973,thedawnsherearequiet,0,1,1
1973,thehotrock,0,1,1
1973,tuptup,0,1,1
1973,thelifeandtimesofjudgeroybean,0,1,1
1973,thetideoftraffic,0,1,1
1973,thestepmother,0,1,1
1973,thesilentrevolution,0,1,1
1973,therulingclass,0,1,1
1973,thenewland,0,1,1
1973,thelittleark,0,1,1
1978,theothersideofmidnight,0,1,1
1978,therescuers,0,1,1
1978,theshetlandexperience,0,1,1
1984,inthenuclearshadowwhatcanthechildrentellus,0,1,1
1984,heartlikeawheel,0,1,1
1984,goodietwoshoes,0,1,1
1984,firstcontact,0,1,1
1984,entrenous,0,1,1
1984,childrenofdarkness,0,1,1
1984,carmen,0,1,1
1984,bluethunder,0,1,1
1984,betrayal,0,1,1
1984,jobsrevolt,0,1,1
1984,lebal,0,1,1
1984,mickeyschristmascarol,0,1,1
1984,thereturnofmartinguerre,0,1,1
1984,youarefreeihrzentfrei,0,1,1
1984,underfire,0,1,1
1984,tradingplaces,0,1,1
